draw_number,draw_date,day_of_week,ball_1,ball_2,ball_3,ball_4,ball_5,ball_6,bonus_ball
3643,2024-09-18,Wednesday,5,14,25,39,43,46,11
3644,2024-09-21,Saturday,6,9,13,16,27,34,39
3645,2024-09-25,Wednesday,2,4,10,20,31,40,29
3646,2024-09-28,Saturday,5,8,14,25,35,37,13
3647,2024-10-02,Wednesday,1,18,19,31,34,46,39
3648,2024-10-05,Saturday,3,5,18,24,38,39,16
3649,2024-10-09,Wednesday,1,37,38,39,40,46,45
3650,2024-10-12,Saturday,1,25,33,36,41,42,11
3651,2024-10-16,Wednesday,14,28,35,40,43,45,11
3652,2024-10-19,Saturday,2,3,15,22,26,44,12
3653,2024-10-23,Wednesday,2,5,6,18,30,41,33
3654,2024-10-26,Saturday,2,18,21,24,30,47,26
3655,2024-10-30,Wednesday,6,8,11,17,28,43,34
3656,2024-11-02,Saturday,6,7,21,23,27,40,25
3657,2024-11-06,Wednesday,7,15,16,23,30,39,45
3658,2024-11-09,Saturday,7,11,28,32,41,45,36
3659,2024-11-13,Wednesday,1,6,13,17,32,36,41
3660,2024-11-16,Saturday,5,9,14,21,31,42,25
3661,2024-11-20,Wednesday,7,10,12,14,24,41,38
3662,2024-11-23,Saturday,3,9,17,26,28,42,10
3663,2024-11-27,Wednesday,11,12,16,21,27,41,6
3664,2024-11-30,Saturday,6,18,26,30,32,42,21
3665,2024-12-04,Wednesday,20,24,29,31,40,42,46
3666,2024-12-07,Saturday,8,11,14,17,31,32,45
3667,2024-12-11,Wednesday,17,21,29,38,45,46,8
3668,2024-12-14,Saturday,1,4,12,14,27,45,23
3669,2024-12-18,Wednesday,8,9,12,27,31,39,25
3670,2024-12-21,Saturday,3,15,30,39,43,44,2
3671,2024-12-25,Wednesday,1,13,14,27,45,47,9
3672,2024-12-28,Saturday,8,14,18,33,37,45,35
3673,2025-01-01,Wednesday,6,9,34,38,40,41,31
3674,2025-01-04,Saturday,3,4,11,20,31,33,13
3675,2025-01-08,Wednesday,1,12,35,38,41,45,42
3676,2025-01-11,Saturday,12,13,15,29,31,47,26
3677,2025-01-15,Wednesday,1,5,6,10,27,28,26
3678,2025-01-18,Saturday,1,3,18,22,27,41,28
3679,2025-01-22,Wednesday,8,9,15,16,34,47,33
3680,2025-01-25,Saturday,2,27,32,39,41,45,16
3681,2025-01-29,Wednesday,7,23,29,30,38,40,43
3682,2025-02-01,Saturday,13,14,17,30,44,46,40
3683,2025-02-05,Wednesday,1,2,15,16,21,44,7
3684,2025-02-08,Saturday,1,5,17,20,30,35,12
3685,2025-02-12,Wednesday,1,5,9,11,27,41,22
3686,2025-02-15,Saturday,1,18,31,34,41,45,43
3687,2025-02-19,Wednesday,15,20,23,24,25,42,29
3688,2025-02-22,Saturday,5,8,13,29,30,40,47
3689,2025-02-26,Wednesday,15,16,20,25,26,27,40
3690,2025-03-01,Saturday,6,23,26,43,45,46,18
3691,2025-03-05,Wednesday,12,17,20,23,37,40,30
3692,2025-03-08,Saturday,2,9,11,18,25,40,8
3693,2025-03-12,Wednesday,1,11,21,38,39,40,35
3694,2025-03-15,Saturday,6,9,23,39,44,47,4
3695,2025-03-19,Wednesday,1,7,33,37,40,43,13
3696,2025-03-22,Saturday,2,7,16,22,29,39,43
3697,2025-03-26,Wednesday,4,10,18,25,32,45,37
3698,2025-03-29,Saturday,3,5,13,38,40,41,17
3699,2025-04-02,Wednesday,6,17,34,35,36,45,32
3700,2025-04-05,Saturday,7,9,10,33,38,43,19
3701,2025-04-09,Wednesday,8,11,17,27,29,31,5
3702,2025-04-12,Saturday,3,18,26,28,38,43,31
3703,2025-04-16,Wednesday,14,23,27,34,39,46,38
3704,2025-04-19,Saturday,15,28,33,41,43,47,10
3705,2025-04-23,Wednesday,10,13,14,18,30,44,5
3706,2025-04-26,Saturday,11,30,37,38,39,41,26
3707,2025-04-30,Wednesday,12,22,35,44,45,46,26
3708,2025-05-03,Saturday,9,15,24,26,40,45,25
3709,2025-05-07,Wednesday,5,14,15,19,40,44,34
3710,2025-05-10,Saturday,5,10,16,23,29,34,25
3711,2025-05-14,Wednesday,3,8,16,18,25,39,6
3712,2025-05-17,Saturday,8,11,15,20,32,44,43
3713,2025-05-21,Wednesday,1,6,17,21,32,34,12
3714,2025-05-24,Saturday,6,16,17,26,32,40,46
3715,2025-05-28,Wednesday,4,11,12,21,22,42,31
3716,2025-05-31,Saturday,8,10,12,20,34,44,28
3717,2025-06-04,Wednesday,4,8,15,36,44,46,37
3718,2025-06-07,Saturday,2,10,24,28,37,43,8
3719,2025-06-11,Wednesday,3,24,30,33,34,39,21
3720,2025-06-14,Saturday,5,14,36,37,42,45,6
3721,2025-06-18,Wednesday,5,6,8,23,31,36,35
3722,2025-06-21,Saturday,6,18,32,40,41,45,5
3723,2025-06-25,Wednesday,15,16,30,31,35,41,23
3724,2025-06-28,Saturday,7,9,33,35,38,47,10
3725,2025-07-02,Wednesday,3,5,16,17,32,37,47
3726,2025-07-05,Saturday,15,20,21,26,33,44,2
3727,2025-07-09,Wednesday,5,19,22,24,30,34,1
3728,2025-07-12,Saturday,9,12,15,17,29,35,20
3729,2025-07-16,Wednesday,1,6,16,22,31,37,8
3730,2025-07-19,Saturday,15,16,27,35,42,44,14
3731,2025-07-23,Wednesday,5,7,24,33,35,44,27
3732,2025-07-26,Saturday,5,17,24,33,36,46,37
3733,2025-07-30,Wednesday,1,8,25,40,46,47,5
3734,2025-08-02,Saturday,3,17,24,25,37,45,29
3735,2025-08-06,Wednesday,3,9,16,24,29,42,1
3736,2025-08-09,Saturday,6,26,38,42,44,46,31
3737,2025-08-13,Wednesday,1,5,14,15,38,40,13
3738,2025-08-16,Saturday,10,14,17,18,24,34,36
3739,2025-08-20,Wednesday,5,9,15,27,28,33,37
3740,2025-08-23,Saturday,2,4,12,32,35,43,37
3741,2025-08-27,Wednesday,1,18,25,31,35,38,21
3742,2025-08-30,Saturday,4,17,18,20,41,46,23
3743,2025-09-03,Wednesday,3,7,9,25,29,39,1
3744,2025-09-06,Saturday,1,13,17,30,35,36,33
3745,2025-09-10,Wednesday,8,24,35,44,45,46,43
3746,2025-09-13,Saturday,9,11,37,44,45,46,12
3747,2025-09-17,Wednesday,3,15,28,29,40,42,2
3748,2025-09-20,Saturday,6,9,22,31,36,38,29
3749,2025-09-24,Wednesday,9,13,21,22,35,47,17
3750,2025-09-27,Saturday,5,15,16,18,21,22,29
3751,2025-10-01,Wednesday,7,9,21,25,38,40,27
3752,2025-10-04,Saturday,3,21,29,34,43,44,9
3753,2025-10-08,Wednesday,3,24,27,29,31,46,23
3754,2025-10-11,Saturday,3,4,15,29,30,34,20
3755,2025-10-15,Wednesday,20,27,33,34,39,42,2
3756,2025-10-18,Saturday,10,11,17,20,25,30,18
3757,2025-10-22,Wednesday,5,9,11,19,20,26,15
3758,2025-10-25,Saturday,1,5,7,15,27,28,39
3759,2025-10-29,Wednesday,8,27,29,30,33,45,39
3760,2025-11-01,Saturday,6,11,16,20,33,40,18
3761,2025-11-05,Wednesday,8,24,25,37,38,39,23
3762,2025-11-08,Saturday,1,9,13,22,39,40,44
3763,2025-11-12,Wednesday,5,18,20,27,37,44,43
3764,2025-11-15,Saturday,15,16,18,20,22,47,5
3765,2025-11-19,Wednesday,5,18,31,37,39,41,29
3766,2025-11-22,Saturday,1,5,11,18,36,43,15
3767,2025-11-26,Wednesday,26,33,36,41,42,47,29
3768,2025-11-29,Saturday,4,8,18,31,43,46,32
3769,2025-12-03,Wednesday,3,13,26,28,45,46,41
3770,2025-12-06,Saturday,8,12,38,42,43,44,3
3771,2025-12-10,Wednesday,6,16,25,36,42,47,26
3772,2025-12-13,Saturday,9,11,12,18,22,47,38
3773,2025-12-17,Wednesday,6,8,10,25,28,46,29
3774,2025-12-20,Saturday,1,15,18,29,35,47,13
3775,2025-12-24,Wednesday,9,13,14,24,29,39,11
3776,2025-12-27,Saturday,5,19,25,26,34,39,17
3777,2025-12-31,Wednesday,1,7,10,16,18,47,8
3778,2026-01-03,Saturday,3,13,16,22,23,40,27
3779,2026-01-07,Wednesday,1,4,20,21,35,37,34
3780,2026-01-10,Saturday,20,21,31,34,44,45,41
3781,2026-01-14,Wednesday,19,26,33,38,39,46,23
3782,2026-01-17,Saturday,10,13,32,34,37,41,3
3783,2026-01-21,Wednesday,3,9,10,14,16,28,26
3784,2026-01-24,Saturday,4,17,23,24,25,42,40
3785,2026-01-28,Wednesday,6,10,21,22,28,46,1
3786,2026-01-31,Saturday,16,17,29,30,36,41,25
3787,2026-02-04,Wednesday,8,21,26,40,41,45,11
3788,2026-02-07,Saturday,9,25,29,38,40,41,43
3789,2026-02-11,Wednesday,5,24,36,38,41,43,27
3790,2026-02-14,Saturday,8,11,14,15,22,43,42
3791,2026-02-18,Wednesday,4,6,13,15,24,28,10
3792,2026-02-21,Saturday,6,8,15,16,26,43,29
3793,2026-02-25,Wednesday,5,7,12,17,28,40,29
3794,2026-02-28,Saturday,4,12,22,33,41,44,6
3795,2026-03-04,Wednesday,1,12,17,27,39,45,38
3796,2026-03-07,Saturday,1,3,22,23,32,47,42
3797,2026-03-11,Wednesday,5,11,16,20,34,40,28
3798,2026-03-14,Saturday,4,7,15,23,34,35,38
3799,2026-03-18,Wednesday,19,20,26,39,44,47,7
3800,2026-03-21,Saturday,5,7,11,13,27,35,46
3801,2026-03-25,Wednesday,9,17,20,27,28,34,26
3802,2026-03-28,Saturday,2,9,11,34,39,40,36
3803,2026-04-01,Wednesday,1,6,17,31,32,41,13
3804,2026-04-04,Saturday,1,12,16,19,40,43,17
3805,2026-04-08,Wednesday,4,14,25,39,40,46,36
3806,2026-04-11,Saturday,19,20,23,31,41,45,42
3807,2026-04-15,Wednesday,8,20,27,35,40,42,43
3808,2026-04-18,Saturday,5,7,12,34,35,41,21
3809,2026-04-22,Wednesday,3,10,15,21,27,33,26
3810,2026-04-25,Saturday,4,6,11,30,38,46,7
3811,2026-04-29,Wednesday,4,5,23,40,42,46,27
3812,2026-05-02,Saturday,4,20,33,34,42,44,18
3813,2026-05-06,Wednesday,1,5,14,27,35,46,41
3814,2026-05-09,Saturday,4,14,23,28,31,46,13
3815,2026-05-13,Wednesday,7,21,28,32,37,46,2
3816,2026-05-16,Saturday,28,29,33,34,41,46,13
3817,2026-05-20,Wednesday,5,6,12,29,30,41,1
3818,2026-05-23,Saturday,3,11,17,26,27,39,38
3819,2026-05-27,Wednesday,9,22,24,30,33,40,19
3820,2026-05-30,Saturday,14,26,31,35,37,40,38
3821,2026-06-03,Wednesday,4,5,8,13,24,28,3
3822,2026-06-06,Saturday,2,7,11,17,22,38,30
3823,2026-06-10,Wednesday,8,13,31,35,37,46,28
3824,2026-06-13,Saturday,2,7,16,29,42,44,31
3825,2026-06-17,Wednesday,2,11,22,24,29,43,34
3826,2026-06-20,Saturday,3,9,18,23,32,42,1
3827,2026-06-24,Wednesday,5,14,20,24,28,46,38
3828,2026-06-27,Saturday,9,14,16,22,24,37,47
3829,2026-07-01,Wednesday,3,25,33,36,41,47,43
