draw_number,draw_date,day_of_week,ball_1,ball_2,ball_3,ball_4,ball_5,ball_6,bonus_ball,star_1,star_2
1547,2022-07-15 00:00:00,Friday,12,36,41,44,47,7,12,7,12
1548,2022-07-19 00:00:00,Tuesday,29,30,40,43,46,3,11,3,11
1549,2022-07-22 00:00:00,Friday,9,11,18,38,39,5,10,5,10
1550,2022-07-26 00:00:00,Tuesday,4,13,14,18,43,9,12,9,12
1551,2022-07-29 00:00:00,Friday,20,29,33,49,50,5,11,5,11
1552,2022-08-02 00:00:00,Tuesday,4,8,29,38,45,6,10,6,10
1553,2022-08-05 00:00:00,Friday,2,16,40,46,48,8,12,8,12
1554,2022-08-09 00:00:00,Tuesday,6,14,27,35,36,6,7,6,7
1555,2022-08-12 00:00:00,Friday,10,11,27,35,43,2,3,2,3
1556,2022-08-16 00:00:00,Tuesday,7,18,19,27,40,3,12,3,12
1557,2022-08-19 00:00:00,Friday,6,8,9,25,27,3,9,3,9
1558,2022-08-23 00:00:00,Tuesday,2,8,29,41,48,3,6,3,6
1559,2022-08-26 00:00:00,Friday,24,39,43,47,50,3,12,3,12
1560,2022-08-30 00:00:00,Tuesday,24,26,28,37,46,5,9,5,9
1561,2022-09-02 00:00:00,Friday,5,17,19,27,49,1,6,1,6
1562,2022-09-06 00:00:00,Tuesday,18,23,35,38,45,4,6,4,6
1563,2022-09-09 00:00:00,Friday,13,17,23,35,50,2,7,2,7
1564,2022-09-13 00:00:00,Tuesday,2,21,23,24,42,7,9,7,9
1565,2022-09-16 00:00:00,Friday,2,7,14,35,48,6,10,6,10
1566,2022-09-20 00:00:00,Tuesday,13,19,23,42,47,1,8,1,8
1567,2022-09-23 00:00:00,Friday,20,22,28,29,49,7,9,7,9
1568,2022-09-27 00:00:00,Tuesday,7,19,35,39,47,1,5,1,5
1569,2022-09-30 00:00:00,Friday,9,18,26,40,48,3,5,3,5
1570,2022-10-04 00:00:00,Tuesday,10,13,14,19,25,2,7,2,7
1571,2022-10-07 00:00:00,Friday,23,29,31,35,47,2,10,2,10
1572,2022-10-11 00:00:00,Tuesday,9,14,19,23,34,8,9,8,9
1573,2022-10-14 00:00:00,Friday,4,11,15,31,36,5,6,5,6
1574,2022-10-18 00:00:00,Tuesday,3,15,39,41,43,1,6,1,6
1575,2022-10-21 00:00:00,Friday,2,4,8,11,18,7,10,7,10
1576,2022-10-25 00:00:00,Tuesday,14,22,24,45,47,8,11,8,11
1577,2022-10-28 00:00:00,Friday,3,9,22,29,34,3,12,3,12
1578,2022-11-01 00:00:00,Tuesday,6,8,17,23,26,4,10,4,10
1579,2022-11-04 00:00:00,Friday,6,11,21,29,30,5,6,5,6
1580,2022-11-08 00:00:00,Tuesday,5,10,12,29,37,4,9,4,9
1581,2022-11-11 00:00:00,Friday,22,29,38,47,49,1,5,1,5
1582,2022-11-15 00:00:00,Tuesday,14,20,37,42,46,1,9,1,9
1583,2022-11-18 00:00:00,Friday,12,14,27,28,43,1,2,1,2
1584,2022-11-22 00:00:00,Tuesday,10,16,24,40,48,10,12,10,12
1585,2022-11-25 00:00:00,Friday,15,19,20,43,44,3,12,3,12
1586,2022-11-29 00:00:00,Tuesday,6,13,18,28,39,1,10,1,10
1587,2022-12-02 00:00:00,Friday,9,19,30,32,46,4,12,4,12
1588,2022-12-06 00:00:00,Tuesday,34,42,44,46,48,2,12,2,12
1589,2022-12-09 00:00:00,Friday,6,7,17,22,30,2,7,2,7
1590,2022-12-13 00:00:00,Tuesday,2,11,17,26,34,2,10,2,10
1591,2022-12-16 00:00:00,Friday,3,9,10,21,22,3,5,3,5
1592,2022-12-20 00:00:00,Tuesday,6,24,35,40,47,2,10,2,10
1593,2022-12-23 00:00:00,Friday,2,6,15,24,33,4,6,4,6
1594,2022-12-27 00:00:00,Tuesday,4,8,11,22,48,3,7,3,7
1595,2022-12-30 00:00:00,Friday,8,32,41,47,48,2,10,2,10
1596,2023-01-03 00:00:00,Tuesday,16,19,29,35,48,4,7,4,7
1597,2023-01-06 00:00:00,Friday,14,18,21,26,50,3,4,3,4
1598,2023-01-10 00:00:00,Tuesday,1,2,12,39,44,5,9,5,9
1599,2023-01-13 00:00:00,Friday,1,4,7,20,40,9,11,9,11
1600,2023-01-17 00:00:00,Tuesday,9,20,33,34,45,2,10,2,10
1601,2023-01-20 00:00:00,Friday,14,23,36,37,48,1,5,1,5
1602,2023-01-24 00:00:00,Tuesday,11,26,35,38,43,1,10,1,10
1603,2023-01-27 00:00:00,Friday,24,34,39,41,46,8,10,8,10
1604,2023-01-31 00:00:00,Tuesday,17,22,29,35,41,3,7,3,7
1605,2023-02-03 00:00:00,Friday,5,24,32,47,49,5,12,5,12
1606,2023-02-07 00:00:00,Tuesday,13,14,21,35,42,6,11,6,11
1607,2023-02-10 00:00:00,Friday,10,14,34,43,50,4,11,4,11
1608,2023-02-14 00:00:00,Tuesday,2,18,24,47,48,4,11,4,11
1609,2023-02-17 00:00:00,Friday,1,7,31,35,49,4,9,4,9
1610,2023-02-21 00:00:00,Tuesday,13,16,23,30,36,3,10,3,10
1611,2023-02-24 00:00:00,Friday,17,27,29,35,37,4,9,4,9
1612,2023-02-28 00:00:00,Tuesday,12,18,19,22,24,3,11,3,11
1613,2023-03-03 00:00:00,Friday,12,20,34,39,50,3,8,3,8
1614,2023-03-07 00:00:00,Tuesday,7,11,12,31,47,4,7,4,7
1615,2023-03-10 00:00:00,Friday,16,22,28,43,50,6,8,6,8
1616,2023-03-14 00:00:00,Tuesday,4,7,11,23,50,4,12,4,12
1617,2023-03-17 00:00:00,Friday,3,6,15,19,28,3,5,3,5
1618,2023-03-21 00:00:00,Tuesday,10,15,19,26,42,4,6,4,6
1619,2023-03-24 00:00:00,Friday,8,20,23,39,45,2,9,2,9
1620,2023-03-28 00:00:00,Tuesday,5,8,21,34,43,6,11,6,11
1621,2023-03-31 00:00:00,Friday,11,18,28,33,35,2,4,2,4
1622,2023-04-04 00:00:00,Tuesday,7,23,37,41,47,9,10,9,10
1623,2023-04-07 00:00:00,Friday,13,22,32,38,47,7,12,7,12
1624,2023-04-11 00:00:00,Tuesday,16,23,30,39,45,7,12,7,12
1625,2023-04-14 00:00:00,Friday,1,7,14,30,42,6,8,6,8
1626,2023-04-18 00:00:00,Tuesday,9,14,21,31,35,4,6,4,6
1627,2023-04-21 00:00:00,Friday,6,22,28,35,47,4,9,4,9
1628,2023-04-25 00:00:00,Tuesday,2,14,19,28,45,6,7,6,7
1629,2023-04-28 00:00:00,Friday,10,21,23,27,30,5,6,5,6
1630,2023-05-02 00:00:00,Tuesday,9,11,31,43,46,6,11,6,11
1631,2023-05-05 00:00:00,Friday,2,11,24,30,34,2,4,2,4
1632,2023-05-09 00:00:00,Tuesday,19,21,35,39,42,10,12,10,12
1633,2023-05-12 00:00:00,Friday,14,20,27,34,37,2,11,2,11
1634,2023-05-16 00:00:00,Tuesday,20,29,40,41,45,2,8,2,8
1635,2023-05-19 00:00:00,Friday,5,19,24,26,34,2,9,2,9
1636,2023-05-23 00:00:00,Tuesday,7,18,23,24,28,3,6,3,6
1637,2023-05-26 00:00:00,Friday,16,21,22,31,33,1,10,1,10
1638,2023-05-30 00:00:00,Tuesday,1,12,36,41,42,5,6,5,6
1639,2023-06-02 00:00:00,Friday,6,13,45,46,49,8,11,8,11
1640,2023-06-06 00:00:00,Tuesday,10,32,37,39,47,4,8,4,8
1641,2023-06-09 00:00:00,Friday,16,18,22,33,50,1,3,1,3
1642,2023-06-13 00:00:00,Tuesday,1,17,22,23,45,6,9,6,9
1643,2023-06-16 00:00:00,Friday,8,20,23,41,42,3,6,3,6
1644,2023-06-20 00:00:00,Tuesday,4,10,22,37,41,6,11,6,11
1645,2023-06-23 00:00:00,Friday,2,5,34,41,42,2,5,2,5
1646,2023-06-27 00:00:00,Tuesday,12,18,36,42,43,6,12,6,12
1647,2023-06-30 00:00:00,Friday,17,21,22,30,31,4,8,4,8
1648,2023-07-04 00:00:00,Tuesday,18,35,36,41,43,2,7,2,7
1649,2023-07-07 00:00:00,Friday,18,24,25,37,49,1,12,1,12
1650,2023-07-11 00:00:00,Tuesday,7,27,38,48,49,1,3,1,3
1651,2023-07-14 00:00:00,Friday,5,16,19,20,46,2,11,2,11
1652,2023-07-18 00:00:00,Tuesday,12,19,23,28,32,7,11,7,11
1653,2023-07-21 00:00:00,Friday,17,18,26,43,46,2,6,2,6
1654,2023-07-25 00:00:00,Tuesday,16,17,29,41,43,7,9,7,9
1655,2023-07-28 00:00:00,Friday,6,15,36,47,50,5,12,5,12
1656,2023-08-01 00:00:00,Tuesday,7,17,38,43,44,2,5,2,5
1657,2023-08-04 00:00:00,Friday,2,4,12,44,47,6,9,6,9
1658,2023-08-08 00:00:00,Tuesday,17,25,32,43,49,4,5,4,5
1659,2023-08-11 00:00:00,Friday,1,13,23,33,47,7,11,7,11
1660,2023-08-15 00:00:00,Tuesday,9,27,28,31,38,4,12,4,12
1661,2023-08-18 00:00:00,Friday,8,10,21,33,39,4,6,4,6
1662,2023-08-22 00:00:00,Tuesday,3,10,20,33,49,7,11,7,11
1663,2023-08-25 00:00:00,Friday,3,18,20,27,46,1,3,1,3
1664,2023-08-29 00:00:00,Tuesday,23,32,34,41,47,1,6,1,6
1665,2023-09-01 00:00:00,Friday,21,28,30,39,44,1,10,1,10
1666,2023-09-05 00:00:00,Tuesday,5,10,41,42,44,5,8,5,8
1667,2023-09-08 00:00:00,Friday,1,24,34,39,40,1,8,1,8
1668,2023-09-12 00:00:00,Tuesday,15,24,33,41,49,2,4,2,4
1669,2023-09-15 00:00:00,Friday,10,14,39,42,43,3,7,3,7
1670,2023-09-19 00:00:00,Tuesday,14,34,39,42,46,2,12,2,12
1671,2023-09-22 00:00:00,Friday,24,29,31,43,46,3,12,3,12
1672,2023-09-26 00:00:00,Tuesday,10,25,27,42,45,3,5,3,5
1673,2023-09-29 00:00:00,Friday,14,22,24,31,39,2,7,2,7
1674,2023-10-03 00:00:00,Tuesday,3,5,13,37,47,3,5,3,5
1675,2023-10-06 00:00:00,Friday,7,15,21,26,46,3,9,3,9
1676,2023-10-10 00:00:00,Tuesday,2,13,23,27,32,2,5,2,5
1677,2023-10-13 00:00:00,Friday,4,8,22,33,49,4,12,4,12
1678,2023-10-17 00:00:00,Tuesday,3,16,27,40,47,2,3,2,3
1679,2023-10-20 00:00:00,Friday,4,10,18,35,39,8,11,8,11
1680,2023-10-24 00:00:00,Tuesday,20,24,29,38,46,5,9,5,9
1681,2023-10-27 00:00:00,Friday,16,19,30,47,49,8,11,8,11
1682,2023-10-31 00:00:00,Tuesday,16,18,19,34,45,2,8,2,8
1683,2023-11-03 00:00:00,Friday,18,20,22,24,33,4,11,4,11
1684,2023-11-07 00:00:00,Tuesday,2,7,11,12,21,2,3,2,3
1685,2023-11-10 00:00:00,Friday,9,14,18,34,45,4,10,4,10
1686,2023-11-14 00:00:00,Tuesday,12,23,31,41,47,3,7,3,7
1687,2023-11-17 00:00:00,Friday,2,18,25,40,41,1,6,1,6
1688,2023-11-21 00:00:00,Tuesday,21,23,40,45,50,2,7,2,7
1689,2023-11-24 00:00:00,Friday,2,6,33,37,43,3,6,3,6
1690,2023-11-28 00:00:00,Tuesday,1,16,19,26,28,4,7,4,7
1691,2023-12-01 00:00:00,Friday,12,14,28,31,49,9,12,9,12
1692,2023-12-05 00:00:00,Tuesday,1,3,6,7,48,1,10,1,10
1693,2023-12-08 00:00:00,Friday,6,17,24,31,34,7,10,7,10
1694,2023-12-12 00:00:00,Tuesday,20,22,30,42,45,3,4,3,4
1695,2023-12-15 00:00:00,Friday,2,5,22,43,50,2,11,2,11
1696,2023-12-19 00:00:00,Tuesday,11,17,25,31,46,4,11,4,11
1697,2023-12-22 00:00:00,Friday,5,21,22,24,38,7,11,7,11
1698,2023-12-26 00:00:00,Tuesday,6,11,12,27,41,5,6,5,6
1699,2023-12-29 00:00:00,Friday,29,32,38,39,49,3,11,3,11
1700,2024-01-02 00:00:00,Tuesday,11,21,26,34,49,2,8,2,8
1701,2024-01-05 00:00:00,Friday,10,15,33,34,38,8,9,8,9
1702,2024-01-09 00:00:00,Tuesday,9,15,25,27,34,1,11,1,11
1703,2024-01-12 00:00:00,Friday,18,26,35,42,43,2,4,2,4
1704,2024-01-16 00:00:00,Tuesday,16,23,29,37,45,5,10,5,10
1705,2024-01-19 00:00:00,Friday,13,38,40,41,47,3,5,3,5
1706,2024-01-23 00:00:00,Tuesday,10,32,34,40,46,4,7,4,7
1707,2024-01-26 00:00:00,Friday,15,17,20,34,47,1,5,1,5
1708,2024-01-30 00:00:00,Tuesday,2,8,30,34,44,5,12,5,12
1709,2024-02-02 00:00:00,Friday,2,9,19,29,42,2,9,2,9
1710,2024-02-06 00:00:00,Tuesday,18,26,35,41,43,2,10,2,10
1711,2024-02-09 00:00:00,Friday,1,4,13,43,50,11,12,11,12
1712,2024-02-13 00:00:00,Tuesday,16,25,37,40,50,7,10,7,10
1713,2024-02-16 00:00:00,Friday,6,25,37,39,45,4,5,4,5
1714,2024-02-20 00:00:00,Tuesday,2,8,9,43,50,6,12,6,12
1715,2024-02-23 00:00:00,Friday,12,24,35,39,44,1,8,1,8
1716,2024-02-27 00:00:00,Tuesday,2,23,36,40,47,2,10,2,10
1717,2024-03-01 00:00:00,Friday,4,22,35,41,48,6,11,6,11
1718,2024-03-05 00:00:00,Tuesday,35,37,43,47,48,4,8,4,8
1719,2024-03-08 00:00:00,Friday,3,31,38,44,49,1,3,1,3
1720,2024-03-12 00:00:00,Tuesday,5,14,19,37,50,5,10,5,10
1721,2024-03-15 00:00:00,Friday,3,14,21,38,43,2,12,2,12
1722,2024-03-19 00:00:00,Tuesday,36,39,40,44,49,8,10,8,10
1723,2024-03-22 00:00:00,Friday,16,17,18,24,37,3,8,3,8
1724,2024-03-26 00:00:00,Tuesday,11,29,38,43,44,3,10,3,10
1725,2024-03-29 00:00:00,Friday,1,4,6,24,26,3,12,3,12
1726,2024-04-02 00:00:00,Tuesday,2,3,19,27,28,7,10,7,10
1727,2024-04-05 00:00:00,Friday,5,9,11,12,29,1,7,1,7
1728,2024-04-09 00:00:00,Tuesday,4,18,19,24,33,4,12,4,12
1729,2024-04-12 00:00:00,Friday,14,16,21,28,43,2,11,2,11
1730,2024-04-16 00:00:00,Tuesday,4,6,13,23,24,6,7,6,7
1731,2024-04-19 00:00:00,Friday,3,18,23,44,49,4,8,4,8
1732,2024-04-23 00:00:00,Tuesday,4,8,12,30,32,8,12,8,12
1733,2024-04-26 00:00:00,Friday,1,18,20,46,47,5,12,5,12
1734,2024-04-30 00:00:00,Tuesday,16,20,37,43,47,3,4,3,4
1735,2024-05-03 00:00:00,Friday,7,9,17,42,50,7,8,7,8
1736,2024-05-07 00:00:00,Tuesday,7,11,15,24,38,5,9,5,9
1737,2024-05-10 00:00:00,Friday,2,9,16,19,37,6,8,6,8
1738,2024-05-14 00:00:00,Tuesday,16,24,26,39,44,1,3,1,3
1739,2024-05-17 00:00:00,Friday,17,22,36,41,46,4,6,4,6
1740,2024-05-21 00:00:00,Tuesday,3,10,26,35,44,4,10,4,10
1741,2024-05-24 00:00:00,Friday,22,32,34,40,48,6,7,6,7
1742,2024-05-28 00:00:00,Tuesday,1,22,27,30,41,6,12,6,12
1743,2024-05-31 00:00:00,Friday,11,22,41,42,45,9,11,9,11
1744,2024-06-04 00:00:00,Tuesday,26,35,39,48,49,4,12,4,12
1745,2024-06-07 00:00:00,Friday,2,16,18,27,49,7,9,7,9
1746,2024-06-11 00:00:00,Tuesday,14,36,37,44,46,5,10,5,10
1747,2024-06-14 00:00:00,Friday,16,21,23,42,47,1,3,1,3
1748,2024-06-18 00:00:00,Tuesday,10,16,19,28,30,9,10,9,10
1749,2024-06-21 00:00:00,Friday,11,16,27,30,45,1,10,1,10
1750,2024-06-25 00:00:00,Tuesday,9,17,25,28,47,2,8,2,8
1751,2024-06-28 00:00:00,Friday,1,2,3,35,36,7,10,7,10
1752,2024-07-02 00:00:00,Tuesday,6,11,15,26,44,5,8,5,8
1753,2024-07-05 00:00:00,Friday,3,4,21,31,49,1,6,1,6
1754,2024-07-09 00:00:00,Tuesday,1,6,22,28,30,8,12,8,12
1755,2024-07-12 00:00:00,Friday,15,23,32,38,49,2,9,2,9
1756,2024-07-16 00:00:00,Tuesday,23,30,41,44,50,4,8,4,8
1757,2024-07-19 00:00:00,Friday,1,10,14,19,25,5,12,5,12
1758,2024-07-23 00:00:00,Tuesday,2,7,23,28,35,1,10,1,10
1759,2024-07-26 00:00:00,Friday,2,9,10,23,41,1,3,1,3
1760,2024-07-30 00:00:00,Tuesday,9,13,28,31,36,7,12,7,12
1761,2024-08-02 00:00:00,Friday,7,18,23,31,48,8,10,8,10
1762,2024-08-06 00:00:00,Tuesday,13,17,27,30,33,1,11,1,11
1763,2024-08-09 00:00:00,Friday,7,25,33,41,43,4,6,4,6
1764,2024-08-13 00:00:00,Tuesday,15,21,32,44,46,2,12,2,12
1765,2024-08-16 00:00:00,Friday,7,9,25,37,40,2,3,2,3
1766,2024-08-20 00:00:00,Tuesday,4,7,18,34,39,5,12,5,12
1767,2024-08-23 00:00:00,Friday,7,10,20,39,43,3,8,3,8
1768,2024-08-27 00:00:00,Tuesday,18,23,25,32,38,6,11,6,11
1769,2024-08-30 00:00:00,Friday,6,20,30,44,47,2,9,2,9
1770,2024-09-03 00:00:00,Tuesday,1,27,31,34,47,1,5,1,5
1771,2024-09-06 00:00:00,Friday,6,17,22,30,32,8,10,8,10
1772,2024-09-10 00:00:00,Tuesday,15,26,32,40,42,1,12,1,12
1773,2024-09-13 00:00:00,Friday,2,5,23,31,50,5,9,5,9
1774,2024-09-17 00:00:00,Tuesday,5,9,14,44,49,4,6,4,6
1775,2024-09-20 00:00:00,Friday,13,27,30,34,42,8,10,8,10
1776,2024-09-24 00:00:00,Tuesday,16,24,27,39,49,3,9,3,9
1777,2024-09-27 00:00:00,Friday,13,18,31,42,43,5,12,5,12
1778,2024-10-01 00:00:00,Tuesday,4,18,34,37,47,2,10,2,10
1779,2024-10-04 00:00:00,Friday,12,15,25,28,44,1,11,1,11
1780,2024-10-08 00:00:00,Tuesday,9,15,26,33,41,7,9,7,9
1781,2024-10-11 00:00:00,Friday,10,36,37,43,45,8,11,8,11
1782,2024-10-15 00:00:00,Tuesday,5,29,38,39,44,5,12,5,12
1783,2024-10-18 00:00:00,Friday,5,6,9,24,46,5,10,5,10
1784,2024-10-22 00:00:00,Tuesday,5,17,23,25,36,5,10,5,10
1785,2024-10-25 00:00:00,Friday,7,14,17,31,46,5,10,5,10
1786,2024-10-29 00:00:00,Tuesday,23,32,33,46,48,5,6,5,6
1787,2024-11-01 00:00:00,Friday,1,5,22,44,47,8,10,8,10
1788,2024-11-05 00:00:00,Tuesday,15,28,31,34,44,4,8,4,8
1789,2024-11-08 00:00:00,Friday,2,7,13,21,44,4,5,4,5
1790,2024-11-12 00:00:00,Tuesday,12,14,41,42,48,3,10,3,10
1791,2024-11-15 00:00:00,Friday,12,15,16,35,44,8,10,8,10
1792,2024-11-19 00:00:00,Tuesday,7,13,40,47,48,11,12,11,12
1793,2024-11-22 00:00:00,Friday,6,8,29,33,43,4,8,4,8
1794,2024-11-26 00:00:00,Tuesday,6,8,19,32,46,4,7,4,7
1795,2024-11-29 00:00:00,Friday,2,14,39,43,50,11,12,11,12
1796,2024-12-03 00:00:00,Tuesday,16,26,34,36,50,5,10,5,10
1797,2024-12-06 00:00:00,Friday,2,10,15,38,50,2,9,2,9
1798,2024-12-10 00:00:00,Tuesday,19,21,33,38,48,4,10,4,10
1799,2024-12-13 00:00:00,Friday,5,9,22,30,33,6,12,6,12
1800,2024-12-17 00:00:00,Tuesday,8,10,12,36,42,1,2,1,2
1801,2024-12-20 00:00:00,Friday,10,17,29,36,41,1,11,1,11
1802,2024-12-24 00:00:00,Tuesday,5,21,23,35,39,8,10,8,10
1803,2024-12-27 00:00:00,Friday,12,21,31,36,43,1,12,1,12
1804,2024-12-31 00:00:00,Tuesday,16,22,38,44,46,1,9,1,9
1805,2025-01-03 00:00:00,Friday,5,6,15,32,43,4,12,4,12
1806,2025-01-07 00:00:00,Tuesday,6,10,20,22,39,5,8,5,8
1807,2025-01-10 00:00:00,Friday,8,15,19,22,34,1,4,1,4
1808,2025-01-14 00:00:00,Tuesday,4,5,38,42,45,4,8,4,8
1809,2025-01-17 00:00:00,Friday,25,27,35,38,39,7,12,7,12
1810,2025-01-21 00:00:00,Tuesday,18,23,28,29,32,7,10,7,10
1811,2025-01-24 00:00:00,Friday,12,27,35,36,37,5,6,5,6
1812,2025-01-28 00:00:00,Tuesday,14,25,33,35,43,4,5,4,5
1813,2025-01-31 00:00:00,Friday,1,6,38,41,46,7,10,7,10
1814,2025-02-04 00:00:00,Tuesday,26,37,42,44,48,1,4,1,4
1815,2025-02-07 00:00:00,Friday,6,8,9,25,35,8,12,8,12
1816,2025-02-11 00:00:00,Tuesday,19,21,40,44,50,2,5,2,5
1817,2025-02-14 00:00:00,Friday,23,28,36,41,50,2,3,2,3
1818,2025-02-18 00:00:00,Tuesday,4,9,21,29,36,4,9,4,9
1819,2025-02-21 00:00:00,Friday,16,22,30,44,47,2,7,2,7
1820,2025-02-25 00:00:00,Tuesday,15,25,26,28,31,4,6,4,6
1821,2025-02-28 00:00:00,Friday,1,3,31,45,47,9,12,9,12
1822,2025-03-04 00:00:00,Tuesday,6,25,34,37,49,5,11,5,11
1823,2025-03-07 00:00:00,Friday,5,11,18,33,38,6,7,6,7
1824,2025-03-11 00:00:00,Tuesday,2,7,25,38,45,4,5,4,5
1825,2025-03-14 00:00:00,Friday,1,9,21,40,47,2,8,2,8
1826,2025-03-18 00:00:00,Tuesday,19,34,37,42,43,6,7,6,7
1827,2025-03-21 00:00:00,Friday,26,34,35,36,37,7,12,7,12
1828,2025-03-25 00:00:00,Tuesday,4,27,40,42,49,7,8,7,8
1829,2025-03-28 00:00:00,Friday,7,10,11,39,40,4,8,4,8
1830,2025-04-01 00:00:00,Tuesday,14,17,28,29,38,1,5,1,5
1831,2025-04-04 00:00:00,Friday,6,8,20,27,49,8,12,8,12
1832,2025-04-08 00:00:00,Tuesday,10,14,19,24,27,8,11,8,11
1833,2025-04-11 00:00:00,Friday,24,26,28,39,45,3,6,3,6
1834,2025-04-15 00:00:00,Tuesday,4,10,19,22,46,5,6,5,6
1835,2025-04-18 00:00:00,Friday,20,21,22,27,49,4,11,4,11
1836,2025-04-22 00:00:00,Tuesday,8,11,27,39,46,8,11,8,11
1837,2025-04-25 00:00:00,Friday,6,21,39,41,44,1,6,1,6
1838,2025-04-29 00:00:00,Tuesday,2,11,13,16,31,1,11,1,11
1839,2025-05-02 00:00:00,Friday,17,21,27,36,44,7,10,7,10
1840,2025-05-06 00:00:00,Tuesday,6,11,17,24,29,1,6,1,6
1841,2025-05-09 00:00:00,Friday,19,30,33,34,47,3,7,3,7
1842,2025-05-13 00:00:00,Tuesday,10,11,23,43,47,2,7,2,7
1843,2025-05-16 00:00:00,Friday,14,15,21,37,42,9,10,9,10
1844,2025-05-20 00:00:00,Tuesday,5,7,35,43,50,3,7,3,7
1845,2025-05-23 00:00:00,Friday,1,29,31,36,49,3,9,3,9
1846,2025-05-27 00:00:00,Tuesday,21,22,34,36,45,4,8,4,8
1847,2025-05-30 00:00:00,Friday,7,9,17,19,45,1,10,1,10
1848,2025-06-03 00:00:00,Tuesday,2,23,42,44,45,6,10,6,10
1849,2025-06-06 00:00:00,Friday,18,19,21,24,35,4,9,4,9
1850,2025-06-10 00:00:00,Tuesday,1,8,14,21,45,5,11,5,11
1851,2025-06-13 00:00:00,Friday,8,12,34,43,47,8,10,8,10
1852,2025-06-17 00:00:00,Tuesday,5,17,22,24,31,4,9,4,9
1853,2025-06-20 00:00:00,Friday,1,30,32,38,47,8,11,8,11
1854,2025-06-24 00:00:00,Tuesday,2,5,18,20,34,2,9,2,9
1855,2025-06-27 00:00:00,Friday,7,10,20,34,37,3,9,3,9
1856,2025-07-01 00:00:00,Tuesday,14,26,31,32,48,9,10,9,10
1857,2025-07-04 00:00:00,Friday,3,12,22,32,47,5,9,5,9
1858,2025-07-08 00:00:00,Tuesday,3,5,20,22,33,2,8,2,8
1859,2025-07-11 00:00:00,Friday,16,24,29,43,44,6,12,6,12
1860,2025-07-15 00:00:00,Tuesday,14,30,45,47,49,2,7,2,7
1861,2025-07-18 00:00:00,Friday,11,26,40,45,47,5,10,5,10
1862,2025-07-22 00:00:00,Tuesday,2,34,36,38,45,3,5,3,5
1863,2025-07-25 00:00:00,Friday,13,28,35,36,48,2,3,2,3
1864,2025-07-29 00:00:00,Tuesday,1,4,8,39,42,2,9,2,9
1865,2025-08-01 00:00:00,Friday,2,6,15,39,43,6,11,6,11
1866,2025-08-05 00:00:00,Tuesday,7,16,28,37,46,4,10,4,10
1867,2025-08-08 00:00:00,Friday,14,18,28,32,45,3,7,3,7
1868,2025-08-12 00:00:00,Tuesday,10,13,19,20,30,9,12,9,12
1869,2025-08-15 00:00:00,Friday,7,27,31,33,40,2,6,2,6
1870,2025-08-19 00:00:00,Tuesday,4,29,37,45,49,3,5,3,5
1871,2025-08-22 00:00:00,Friday,19,23,25,32,33,11,12,11,12
1872,2025-08-26 00:00:00,Tuesday,6,15,40,43,50,4,12,4,12
1873,2025-08-29 00:00:00,Friday,1,42,45,46,47,8,10,8,10
1874,2025-09-02 00:00:00,Tuesday,20,25,38,44,45,8,9,8,9
1875,2025-09-05 00:00:00,Friday,12,13,16,24,46,5,10,5,10
1876,2025-09-09 00:00:00,Tuesday,3,12,23,28,48,2,8,2,8
1877,2025-09-12 00:00:00,Friday,5,18,27,35,49,7,10,7,10
1878,2025-09-16 00:00:00,Tuesday,3,14,41,45,49,1,8,1,8
1879,2025-09-19 00:00:00,Friday,2,5,18,30,42,11,12,11,12
1880,2025-09-23 00:00:00,Tuesday,7,26,27,29,49,5,10,5,10
1881,2025-09-26 00:00:00,Friday,1,4,21,30,35,1,4,1,4
1882,2025-09-30 00:00:00,Tuesday,4,5,40,44,50,6,11,6,11
1883,2025-10-03 00:00:00,Friday,6,7,30,33,37,6,8,6,8
1884,2025-10-07 00:00:00,Tuesday,20,24,33,35,44,5,11,5,11
1885,2025-10-10 00:00:00,Friday,5,21,24,40,47,3,7,3,7
1886,2025-10-14 00:00:00,Tuesday,6,9,32,34,35,7,8,7,8
1887,2025-10-17 00:00:00,Friday,10,17,22,38,42,1,11,1,11
1888,2025-10-21 00:00:00,Tuesday,7,9,19,24,28,7,8,7,8
1889,2025-10-24 00:00:00,Friday,4,16,35,37,46,4,5,4,5
1890,2025-10-28 00:00:00,Tuesday,14,20,35,46,50,1,12,1,12
1891,2025-10-31 00:00:00,Friday,12,19,20,31,36,8,11,8,11
1892,2025-11-04 00:00:00,Tuesday,6,18,23,25,49,9,10,9,10
1893,2025-11-07 00:00:00,Friday,7,23,28,31,36,3,9,3,9
1894,2025-11-11 00:00:00,Tuesday,1,3,13,15,48,3,4,3,4
1895,2025-11-14 00:00:00,Friday,8,11,21,35,40,4,9,4,9
1896,2025-11-18 00:00:00,Tuesday,20,26,36,44,47,3,4,3,4
1897,2025-11-21 00:00:00,Friday,14,22,25,26,48,6,7,6,7
1898,2025-11-25 00:00:00,Tuesday,10,22,24,32,34,7,9,7,9
1899,2025-11-28 00:00:00,Friday,7,26,27,28,39,6,11,6,11
1900,2025-12-02 00:00:00,Tuesday,1,28,30,31,38,6,10,6,10
1901,2025-12-05 00:00:00,Friday,14,22,34,36,47,7,10,7,10
1902,2025-12-09 00:00:00,Tuesday,23,26,35,42,49,1,11,1,11
1903,2025-12-12 00:00:00,Friday,7,25,35,48,50,5,12,5,12
