draw_number,draw_date,day_of_week,ball_1,ball_2,ball_3,ball_4,ball_5,ball_6,bonus_ball
2849,2023-04-12 00:00:00,Wednesday,4,16,18,24,31,48,2
2850,2023-04-15 00:00:00,Saturday,18,20,22,51,53,56,32
2851,2023-04-19 00:00:00,Wednesday,7,9,15,44,45,55,20
2852,2023-04-22 00:00:00,Saturday,18,21,29,48,50,53,47
2853,2023-04-26 00:00:00,Wednesday,6,13,27,29,39,42,14
2854,2023-04-29 00:00:00,Saturday,27,32,48,49,53,59,34
2855,2023-05-03 00:00:00,Wednesday,4,24,33,51,53,56,11
2856,2023-05-06 00:00:00,Saturday,5,9,20,26,33,46,50
2857,2023-05-10 00:00:00,Wednesday,2,12,34,37,55,57,13
2858,2023-05-13 00:00:00,Saturday,4,13,16,54,57,58,3
2859,2023-05-17 00:00:00,Wednesday,4,13,18,24,30,46,57
2860,2023-05-20 00:00:00,Saturday,8,26,30,33,41,53,44
2861,2023-05-24 00:00:00,Wednesday,2,16,24,29,32,39,12
2862,2023-05-27 00:00:00,Saturday,23,31,36,38,55,56,11
2863,2023-05-31 00:00:00,Wednesday,17,45,48,54,58,59,6
2864,2023-06-03 00:00:00,Saturday,2,4,11,19,25,37,50
2865,2023-06-07 00:00:00,Wednesday,14,15,42,44,55,57,59
2866,2023-06-10 00:00:00,Saturday,2,18,27,33,42,50,54
2867,2023-06-14 00:00:00,Wednesday,1,9,12,31,42,44,39
2868,2023-06-17 00:00:00,Saturday,1,15,17,39,52,59,20
2869,2023-06-21 00:00:00,Wednesday,18,25,28,42,46,59,23
2870,2023-06-24 00:00:00,Saturday,14,17,20,30,44,59,34
2871,2023-06-28 00:00:00,Wednesday,1,7,26,38,40,53,33
2872,2023-07-01 00:00:00,Saturday,24,36,42,43,54,58,39
2873,2023-07-05 00:00:00,Wednesday,7,19,20,31,39,44,5
2874,2023-07-08 00:00:00,Saturday,17,18,21,22,41,58,42
2875,2023-07-12 00:00:00,Wednesday,10,13,20,42,46,58,34
2876,2023-07-15 00:00:00,Saturday,4,16,49,52,55,56,54
2877,2023-07-19 00:00:00,Wednesday,9,21,26,39,43,44,47
2878,2023-07-22 00:00:00,Saturday,2,17,19,27,32,42,26
2879,2023-07-26 00:00:00,Wednesday,3,25,37,38,46,48,53
2880,2023-07-29 00:00:00,Saturday,13,15,22,44,46,47,35
2881,2023-08-02 00:00:00,Wednesday,23,31,33,41,43,51,20
2882,2023-08-05 00:00:00,Saturday,11,12,36,43,54,55,19
2883,2023-08-09 00:00:00,Wednesday,7,9,17,31,47,48,52
2884,2023-08-12 00:00:00,Saturday,12,22,36,42,44,49,6
2885,2023-08-16 00:00:00,Wednesday,15,20,23,27,48,59,51
2886,2023-08-19 00:00:00,Saturday,17,19,22,24,38,57,30
2887,2023-08-23 00:00:00,Wednesday,4,8,31,38,41,55,54
2888,2023-08-26 00:00:00,Saturday,5,8,13,31,33,40,44
2889,2023-08-30 00:00:00,Wednesday,4,10,20,25,27,34,9
2890,2023-09-02 00:00:00,Saturday,10,13,22,27,30,37,21
2891,2023-09-06 00:00:00,Wednesday,6,12,32,46,50,56,22
2892,2023-09-09 00:00:00,Saturday,1,4,12,21,41,59,29
2893,2023-09-13 00:00:00,Wednesday,11,14,18,37,49,50,57
2894,2023-09-16 00:00:00,Saturday,6,11,32,49,50,51,9
2895,2023-09-20 00:00:00,Wednesday,26,28,40,41,56,58,31
2896,2023-09-23 00:00:00,Saturday,1,3,13,25,35,47,24
2897,2023-09-27 00:00:00,Wednesday,1,21,34,49,54,58,13
2898,2023-09-30 00:00:00,Saturday,1,2,16,41,44,47,15
2899,2023-10-04 00:00:00,Wednesday,7,9,20,23,45,57,25
2900,2023-10-07 00:00:00,Saturday,5,11,20,33,38,53,3
2901,2023-10-11 00:00:00,Wednesday,19,20,30,34,39,47,55
2902,2023-10-14 00:00:00,Saturday,9,22,28,44,57,59,32
2903,2023-10-18 00:00:00,Wednesday,11,13,23,26,49,52,2
2904,2023-10-21 00:00:00,Saturday,9,14,15,47,57,59,2
2905,2023-10-25 00:00:00,Wednesday,8,11,24,33,38,46,42
2906,2023-10-28 00:00:00,Saturday,3,17,25,41,50,51,35
2907,2023-11-01 00:00:00,Wednesday,4,7,39,40,43,58,42
2908,2023-11-04 00:00:00,Saturday,2,4,8,27,45,54,29
2909,2023-11-08 00:00:00,Wednesday,8,17,25,31,36,45,10
2910,2023-11-11 00:00:00,Saturday,1,14,20,41,44,45,27
2911,2023-11-15 00:00:00,Wednesday,7,18,34,40,43,59,39
2912,2023-11-18 00:00:00,Saturday,7,9,27,33,45,54,47
2913,2023-11-22 00:00:00,Wednesday,7,8,19,40,51,58,32
2914,2023-11-25 00:00:00,Saturday,13,17,39,50,54,59,34
2915,2023-11-29 00:00:00,Wednesday,11,13,19,23,27,46,3
2916,2023-12-02 00:00:00,Saturday,14,22,31,32,36,45,16
2917,2023-12-06 00:00:00,Wednesday,1,6,8,43,54,59,37
2918,2023-12-09 00:00:00,Saturday,6,10,32,33,43,50,5
2919,2023-12-13 00:00:00,Wednesday,7,15,17,42,47,59,30
2920,2023-12-16 00:00:00,Saturday,4,7,17,19,30,53,12
2921,2023-12-20 00:00:00,Wednesday,3,19,24,52,55,56,44
2922,2023-12-23 00:00:00,Saturday,7,8,21,28,48,49,3
2923,2023-12-27 00:00:00,Wednesday,1,9,11,42,43,55,22
2924,2023-12-30 00:00:00,Saturday,18,23,29,40,47,58,6
2925,2024-01-03 00:00:00,Wednesday,8,12,22,24,26,53,54
2926,2024-01-06 00:00:00,Saturday,18,25,30,31,45,54,52
2927,2024-01-10 00:00:00,Wednesday,8,11,27,42,52,57,9
2928,2024-01-13 00:00:00,Saturday,4,7,11,45,47,55,27
2929,2024-01-17 00:00:00,Wednesday,31,37,38,44,52,59,29
2930,2024-01-20 00:00:00,Saturday,12,23,25,40,50,58,2
2931,2024-01-24 00:00:00,Wednesday,9,44,47,54,56,57,31
2932,2024-01-27 00:00:00,Saturday,3,8,27,29,32,59,5
2933,2024-01-31 00:00:00,Wednesday,1,17,21,42,44,46,34
2934,2024-02-03 00:00:00,Saturday,15,37,47,48,50,57,43
2935,2024-02-07 00:00:00,Wednesday,22,34,45,55,56,57,40
2936,2024-02-10 00:00:00,Saturday,7,16,28,31,43,47,23
2937,2024-02-14 00:00:00,Wednesday,10,25,42,43,44,54,53
2938,2024-02-17 00:00:00,Saturday,1,4,36,40,42,58,11
2939,2024-02-21 00:00:00,Wednesday,11,31,32,33,55,58,5
2940,2024-02-24 00:00:00,Saturday,16,18,21,22,32,49,4
2941,2024-02-28 00:00:00,Wednesday,15,25,26,33,36,42,53
2942,2024-03-02 00:00:00,Saturday,6,16,29,30,37,52,56
2943,2024-03-06 00:00:00,Wednesday,6,8,21,29,32,55,57
2944,2024-03-09 00:00:00,Saturday,2,7,26,27,42,48,3
2945,2024-03-13 00:00:00,Wednesday,1,6,36,51,53,59,39
2946,2024-03-16 00:00:00,Saturday,14,20,33,36,40,41,42
2947,2024-03-20 00:00:00,Wednesday,4,22,24,30,43,53,55
2948,2024-03-23 00:00:00,Saturday,15,22,30,36,50,55,40
2949,2024-03-27 00:00:00,Wednesday,24,31,39,43,46,57,29
2950,2024-03-30 00:00:00,Saturday,1,7,8,15,43,49,22
2951,2024-04-03 00:00:00,Wednesday,19,23,36,41,52,54,34
2952,2024-04-06 00:00:00,Saturday,3,7,11,24,32,45,9
2953,2024-04-10 00:00:00,Wednesday,7,27,46,47,48,53,17
2954,2024-04-13 00:00:00,Saturday,8,13,26,40,55,58,14
2955,2024-04-17 00:00:00,Wednesday,13,22,30,46,51,53,7
2956,2024-04-20 00:00:00,Saturday,3,27,41,44,49,54,38
2957,2024-04-24 00:00:00,Wednesday,8,29,30,38,43,50,33
2958,2024-04-27 00:00:00,Saturday,1,4,9,32,34,48,36
2959,2024-05-01 00:00:00,Wednesday,28,31,33,38,50,54,12
2960,2024-05-04 00:00:00,Saturday,9,12,38,45,47,53,7
2961,2024-05-08 00:00:00,Wednesday,21,25,33,39,43,57,59
2962,2024-05-11 00:00:00,Saturday,16,18,27,39,45,49,26
2963,2024-05-15 00:00:00,Wednesday,9,19,22,29,52,55,27
2964,2024-05-18 00:00:00,Saturday,20,33,39,45,48,57,58
2965,2024-05-22 00:00:00,Wednesday,21,36,46,48,56,59,41
2966,2024-05-25 00:00:00,Saturday,13,14,19,40,46,59,44
2967,2024-05-29 00:00:00,Wednesday,9,12,23,42,44,46,33
2968,2024-06-01 00:00:00,Saturday,8,21,35,41,45,46,49
2969,2024-06-05 00:00:00,Wednesday,23,31,36,37,38,43,46
2970,2024-06-08 00:00:00,Saturday,19,27,35,44,48,54,28
2971,2024-06-12 00:00:00,Wednesday,1,2,7,25,34,52,10
2972,2024-06-15 00:00:00,Saturday,4,13,18,43,49,59,51
2973,2024-06-19 00:00:00,Wednesday,10,11,17,19,44,54,4
2974,2024-06-22 00:00:00,Saturday,14,19,35,45,49,51,3
2975,2024-06-26 00:00:00,Wednesday,7,23,29,40,44,53,48
2976,2024-06-29 00:00:00,Saturday,15,36,42,48,56,59,25
2977,2024-07-03 00:00:00,Wednesday,16,33,45,51,52,57,19
2978,2024-07-06 00:00:00,Saturday,4,25,27,43,45,56,51
2979,2024-07-10 00:00:00,Wednesday,1,4,21,36,44,48,17
2980,2024-07-13 00:00:00,Saturday,13,29,40,50,54,56,15
2981,2024-07-17 00:00:00,Wednesday,24,41,42,46,57,59,49
2982,2024-07-20 00:00:00,Saturday,13,35,38,39,48,50,47
2983,2024-07-24 00:00:00,Wednesday,5,12,13,19,29,44,56
2984,2024-07-27 00:00:00,Saturday,3,8,12,25,33,48,28
2985,2024-07-31 00:00:00,Wednesday,9,11,17,18,36,38,57
2986,2024-08-03 00:00:00,Saturday,1,3,10,22,30,46,55
2987,2024-08-07 00:00:00,Wednesday,4,21,39,40,41,50,43
2988,2024-08-10 00:00:00,Saturday,20,23,32,36,37,51,5
2989,2024-08-14 00:00:00,Wednesday,12,15,21,34,46,51,56
2990,2024-08-17 00:00:00,Saturday,5,11,27,33,35,51,54
2991,2024-08-21 00:00:00,Wednesday,6,14,15,23,26,43,22
2992,2024-08-24 00:00:00,Saturday,14,19,22,24,40,49,34
2993,2024-08-28 00:00:00,Wednesday,1,31,36,42,49,53,8
2994,2024-08-31 00:00:00,Saturday,16,23,29,40,42,43,54
2995,2024-09-04 00:00:00,Wednesday,3,16,21,25,44,51,8
2996,2024-09-07 00:00:00,Saturday,2,17,19,25,35,47,34
2997,2024-09-11 00:00:00,Wednesday,24,33,50,52,53,56,29
2998,2024-09-14 00:00:00,Saturday,3,13,19,21,32,42,33
2999,2024-09-18 00:00:00,Wednesday,6,7,11,35,50,55,1
3000,2024-09-21 00:00:00,Saturday,5,14,41,43,50,59,57
3001,2024-09-25 00:00:00,Wednesday,7,14,28,44,54,56,35
3002,2024-09-28 00:00:00,Saturday,28,45,48,50,54,57,42
3003,2024-10-02 00:00:00,Wednesday,2,5,10,44,48,53,30
3004,2024-10-05 00:00:00,Saturday,3,4,5,6,22,46,12
3005,2024-10-09 00:00:00,Wednesday,5,17,36,37,51,53,15
3006,2024-10-12 00:00:00,Saturday,17,25,27,29,41,59,26
3007,2024-10-16 00:00:00,Wednesday,2,8,21,25,28,44,35
3008,2024-10-19 00:00:00,Saturday,1,5,40,42,47,49,48
3009,2024-10-23 00:00:00,Wednesday,3,5,23,38,45,55,33
3010,2024-10-26 00:00:00,Saturday,7,19,20,39,44,51,6
3011,2024-10-30 00:00:00,Wednesday,19,25,26,29,49,53,43
3012,2024-11-02 00:00:00,Saturday,2,9,11,15,31,35,48
3013,2024-11-06 00:00:00,Wednesday,19,26,35,51,52,55,41
3014,2024-11-09 00:00:00,Saturday,10,20,42,44,47,51,24
3015,2024-11-13 00:00:00,Wednesday,1,8,10,36,56,58,3
3016,2024-11-16 00:00:00,Saturday,1,26,35,36,37,39,6
3017,2024-11-20 00:00:00,Wednesday,14,20,23,47,48,57,58
3018,2024-11-23 00:00:00,Saturday,10,27,33,42,55,58,11
3019,2024-11-27 00:00:00,Wednesday,12,13,15,17,40,54,8
3020,2024-11-30 00:00:00,Saturday,4,12,37,43,52,55,49
3021,2024-12-04 00:00:00,Wednesday,5,19,30,36,42,59,43
3022,2024-12-07 00:00:00,Saturday,5,7,13,17,38,47,32
3023,2024-12-11 00:00:00,Wednesday,9,16,22,23,42,43,7
3024,2024-12-14 00:00:00,Saturday,5,13,19,21,32,40,29
3025,2024-12-18 00:00:00,Wednesday,20,22,38,40,43,45,10
3026,2024-12-21 00:00:00,Saturday,21,24,28,37,52,59,11
3027,2024-12-25 00:00:00,Wednesday,1,15,16,21,46,51,48
3028,2024-12-28 00:00:00,Saturday,9,18,24,28,42,54,44
3029,2025-01-01 00:00:00,Wednesday,22,29,30,31,47,57,23
3030,2025-01-04 00:00:00,Saturday,7,12,20,32,36,50,42
3031,2025-01-08 00:00:00,Wednesday,6,18,39,53,54,55,9
3032,2025-01-11 00:00:00,Saturday,13,17,35,41,47,58,5
3033,2025-01-15 00:00:00,Wednesday,2,5,33,41,47,55,57
3034,2025-01-18 00:00:00,Saturday,26,38,50,53,57,58,14
3035,2025-01-22 00:00:00,Wednesday,3,17,35,36,55,59,31
3036,2025-01-25 00:00:00,Saturday,10,15,24,26,42,50,58
3037,2025-01-29 00:00:00,Wednesday,9,19,30,38,47,55,33
3038,2025-02-01 00:00:00,Saturday,1,6,24,26,33,59,43
3039,2025-02-05 00:00:00,Wednesday,11,16,40,44,52,55,49
3040,2025-02-08 00:00:00,Saturday,9,11,12,29,33,37,54
3041,2025-02-12 00:00:00,Wednesday,10,31,43,47,48,56,23
3042,2025-02-15 00:00:00,Saturday,3,5,15,32,49,58,17
3043,2025-02-19 00:00:00,Wednesday,3,14,15,24,34,43,51
3044,2025-02-22 00:00:00,Saturday,3,24,25,30,31,55,42
3045,2025-02-26 00:00:00,Wednesday,7,21,34,41,46,54,18
3046,2025-03-01 00:00:00,Saturday,17,35,37,38,48,54,12
3047,2025-03-05 00:00:00,Wednesday,24,25,38,42,58,59,5
3048,2025-03-08 00:00:00,Saturday,15,17,25,26,34,59,23
3049,2025-03-12 00:00:00,Wednesday,23,31,32,51,53,56,39
3050,2025-03-15 00:00:00,Saturday,1,9,11,29,33,57,15
3051,2025-03-19 00:00:00,Wednesday,5,10,14,18,33,42,12
3052,2025-03-22 00:00:00,Saturday,8,11,24,39,46,53,43
3053,2025-03-26 00:00:00,Wednesday,8,15,22,27,47,52,31
3054,2025-03-29 00:00:00,Saturday,11,14,31,38,44,58,42
3055,2025-04-02 00:00:00,Wednesday,2,3,9,16,27,54,37
3056,2025-04-05 00:00:00,Saturday,3,9,11,33,38,41,37
3057,2025-04-09 00:00:00,Wednesday,4,10,11,12,17,34,26
3058,2025-04-12 00:00:00,Saturday,2,37,39,41,47,55,43
3059,2025-04-16 00:00:00,Wednesday,6,14,19,29,39,53,31
3060,2025-04-19 00:00:00,Saturday,11,15,27,31,54,56,39
3061,2025-04-23 00:00:00,Wednesday,10,12,38,50,51,53,40
3062,2025-04-26 00:00:00,Saturday,11,17,33,43,44,47,22
3063,2025-04-30 00:00:00,Wednesday,5,15,25,30,38,39,54
3064,2025-05-03 00:00:00,Saturday,2,7,9,13,33,34,44
3065,2025-05-07 00:00:00,Wednesday,7,10,12,27,39,53,31
3066,2025-05-10 00:00:00,Saturday,3,35,39,40,51,58,33
3067,2025-05-14 00:00:00,Wednesday,6,8,9,31,43,49,39
3068,2025-05-17 00:00:00,Saturday,1,35,42,44,50,53,28
3069,2025-05-21 00:00:00,Wednesday,3,24,27,34,45,56,59
3070,2025-05-24 00:00:00,Saturday,15,28,31,50,51,52,25
3071,2025-05-28 00:00:00,Wednesday,23,38,48,49,52,54,45
3072,2025-05-31 00:00:00,Saturday,7,9,17,28,31,37,50
3073,2025-06-04 00:00:00,Wednesday,6,15,19,35,39,55,27
3074,2025-06-07 00:00:00,Saturday,1,13,17,46,48,51,57
3075,2025-06-11 00:00:00,Wednesday,1,8,25,34,37,58,42
3076,2025-06-14 00:00:00,Saturday,14,21,24,27,45,52,7
3077,2025-06-18 00:00:00,Wednesday,10,17,28,38,42,55,35
3078,2025-06-21 00:00:00,Saturday,18,24,28,37,40,44,26
3079,2025-06-25 00:00:00,Wednesday,14,27,36,49,51,56,31
3080,2025-06-28 00:00:00,Saturday,12,17,24,31,36,57,20
3081,2025-07-02 00:00:00,Wednesday,23,26,37,46,48,50,9
3082,2025-07-05 00:00:00,Saturday,8,15,43,48,55,56,29
3083,2025-07-09 00:00:00,Wednesday,7,11,14,33,45,51,26
3084,2025-07-12 00:00:00,Saturday,22,36,40,45,51,52,44
3085,2025-07-16 00:00:00,Wednesday,1,4,11,25,41,46,52
3086,2025-07-19 00:00:00,Saturday,6,10,28,31,39,53,59
3087,2025-07-23 00:00:00,Wednesday,5,6,15,17,24,39,3
3088,2025-07-26 00:00:00,Saturday,25,26,34,40,42,47,19
3089,2025-07-30 00:00:00,Wednesday,4,12,39,46,50,53,41
3090,2025-08-02 00:00:00,Saturday,1,13,29,32,43,55,52
3091,2025-08-06 00:00:00,Wednesday,3,13,19,34,39,51,33
3092,2025-08-09 00:00:00,Saturday,11,15,34,40,44,45,3
3093,2025-08-13 00:00:00,Wednesday,1,6,11,16,24,42,18
3094,2025-08-16 00:00:00,Saturday,23,26,43,50,55,58,38
3095,2025-08-20 00:00:00,Wednesday,1,5,13,34,46,48,6
3096,2025-08-23 00:00:00,Saturday,19,36,38,47,54,59,23
3097,2025-08-27 00:00:00,Wednesday,13,15,18,23,39,53,30
3098,2025-08-30 00:00:00,Saturday,1,12,17,26,27,37,33
3099,2025-09-03 00:00:00,Wednesday,5,7,19,22,33,36,8
3100,2025-09-06 00:00:00,Saturday,17,33,35,51,52,53,37
3101,2025-09-10 00:00:00,Wednesday,17,25,29,31,37,45,50
3102,2025-09-13 00:00:00,Saturday,16,22,30,44,49,50,55
3103,2025-09-17 00:00:00,Wednesday,2,8,31,38,56,58,17
3104,2025-09-20 00:00:00,Saturday,5,15,25,41,44,51,45
3105,2025-09-24 00:00:00,Wednesday,15,21,23,27,34,52,35
3106,2025-09-27 00:00:00,Saturday,1,16,17,19,45,54,6
3107,2025-10-01 00:00:00,Wednesday,5,22,26,44,48,53,36
3108,2025-10-04 00:00:00,Saturday,12,14,21,23,31,37,18
3109,2025-10-08 00:00:00,Wednesday,12,13,32,44,48,58,56
3110,2025-10-11 00:00:00,Saturday,14,16,17,48,56,59,15
3111,2025-10-15 00:00:00,Wednesday,13,16,23,40,54,58,10
3112,2025-10-18 00:00:00,Saturday,6,7,8,43,44,50,32
3113,2025-10-22 00:00:00,Wednesday,1,3,35,40,49,55,31
3114,2025-10-25 00:00:00,Saturday,18,21,24,32,37,40,56
3115,2025-10-29 00:00:00,Wednesday,12,15,18,26,33,49,58
3116,2025-11-01 00:00:00,Saturday,4,9,28,34,37,52,31
3117,2025-11-05 00:00:00,Wednesday,3,23,26,33,35,44,50
3118,2025-11-08 00:00:00,Saturday,8,12,30,34,45,58,21
3119,2025-11-12 00:00:00,Wednesday,1,14,25,44,45,58,38
3120,2025-11-15 00:00:00,Saturday,7,12,17,21,24,40,36
3121,2025-11-19 00:00:00,Wednesday,16,17,18,22,31,40,24
3122,2025-11-22 00:00:00,Saturday,12,14,27,28,32,45,49
3123,2025-11-26 00:00:00,Wednesday,18,24,26,29,55,59,12
3124,2025-11-29 00:00:00,Saturday,9,15,37,44,53,59,7
3125,2025-12-03 00:00:00,Wednesday,16,18,28,36,47,52,25
3126,2025-12-06 00:00:00,Saturday,10,13,31,48,52,58,57
3127,2025-12-10 00:00:00,Wednesday,1,9,12,27,32,41,34
3128,2025-12-13 00:00:00,Saturday,20,21,32,35,47,51,17
3129,2025-12-17 00:00:00,Wednesday,4,7,26,36,37,55,45
3130,2025-12-20 00:00:00,Saturday,4,11,14,17,31,53,41
3131,2025-12-24 00:00:00,Wednesday,7,17,22,24,29,48,54
3132,2025-12-27 00:00:00,Saturday,2,17,23,36,52,59,27
3133,2025-12-31 00:00:00,Wednesday,8,13,23,39,44,56,37
3134,2026-01-03 00:00:00,Saturday,12,35,37,42,50,58,19
3135,2026-01-07 00:00:00,Wednesday,21,23,32,33,44,50,48
3136,2026-01-10 00:00:00,Saturday,6,19,25,29,40,57,30
3137,2026-01-14 00:00:00,Wednesday,10,11,41,52,56,59,22
3138,2026-01-17 00:00:00,Saturday,5,26,27,37,40,41,6
3139,2026-01-21 00:00:00,Wednesday,11,15,21,22,42,56,19
3140,2026-01-24 00:00:00,Saturday,18,26,39,42,46,58,29
3141,2026-01-28 00:00:00,Wednesday,24,34,38,48,50,56,29
3142,2026-01-31 00:00:00,Saturday,2,9,11,12,27,55,47
3143,2026-02-04 00:00:00,Wednesday,16,17,43,45,48,56,6
3144,2026-02-07 00:00:00,Saturday,5,7,11,14,26,56,31
3145,2026-02-11 00:00:00,Wednesday,2,4,26,34,36,50,49
3146,2026-02-14 00:00:00,Saturday,6,7,10,17,40,59,42
3147,2026-02-18 00:00:00,Wednesday,15,16,20,25,48,57,19
3148,2026-02-21 00:00:00,Saturday,9,29,34,41,54,57,11
3149,2026-02-25 00:00:00,Wednesday,2,3,21,23,31,43,30
3150,2026-02-28 00:00:00,Saturday,9,18,29,35,36,56,45
3151,2026-03-04 00:00:00,Wednesday,12,30,35,38,39,41,48
3152,2026-03-07 00:00:00,Saturday,28,34,37,41,57,59,54
3153,2026-03-11 00:00:00,Wednesday,15,20,23,31,35,59,52
3154,2026-03-14 00:00:00,Saturday,6,17,20,24,27,29,10
3155,2026-03-18 00:00:00,Wednesday,1,20,34,49,53,58,9
3156,2026-03-21 00:00:00,Saturday,1,19,23,31,35,45,32
3157,2026-03-25 00:00:00,Wednesday,1,20,28,31,49,50,52
3158,2026-03-28 00:00:00,Saturday,1,15,19,36,39,51,24
3159,2026-04-01 00:00:00,Wednesday,13,26,27,28,36,57,16
3160,2026-04-04 00:00:00,Saturday,11,25,42,46,48,54,55
3161,2026-04-08 00:00:00,Wednesday,6,15,16,17,28,41,34
3162,2026-04-11 00:00:00,Saturday,40,44,45,49,52,58,18
3163,2026-04-15 00:00:00,Wednesday,18,19,35,42,48,52,27
3164,2026-04-18 00:00:00,Saturday,5,9,12,13,19,55,8
3165,2026-04-22 00:00:00,Wednesday,18,29,30,40,41,45,57
3166,2026-04-25 00:00:00,Saturday,2,4,10,13,21,32,35
3167,2026-04-29 00:00:00,Wednesday,2,7,9,12,18,19,46
3168,2026-05-02 00:00:00,Saturday,1,6,10,15,29,47,57
3169,2026-05-06 00:00:00,Wednesday,14,20,22,27,32,51,52
3170,2026-05-09 00:00:00,Saturday,3,24,30,32,45,51,22
3171,2026-05-13 00:00:00,Wednesday,4,6,10,18,49,54,50
3172,2026-05-16 00:00:00,Saturday,5,12,13,26,31,35,17
3173,2026-05-20 00:00:00,Wednesday,1,8,25,50,53,54,46
3174,2026-05-23 00:00:00,Saturday,16,25,29,48,50,59,3
3175,2026-05-27 00:00:00,Wednesday,7,13,30,34,48,50,43
3176,2026-05-30 00:00:00,Saturday,14,20,21,25,31,44,11
3177,2026-06-03 00:00:00,Wednesday,3,34,36,41,47,48,8
3178,2026-06-06 00:00:00,Saturday,13,17,20,24,31,41,4
3179,2026-06-10 00:00:00,Wednesday,8,14,16,41,43,56,28
3180,2026-06-13 00:00:00,Saturday,1,11,18,21,38,51,8
3181,2026-06-17 00:00:00,Wednesday,1,3,16,26,38,51,58
3182,2026-06-20 00:00:00,Saturday,10,24,31,39,45,59,50
3183,2026-06-24 00:00:00,Wednesday,6,11,16,32,44,59,40
3184,2026-06-27 00:00:00,Saturday,4,22,23,41,49,56,42
3185,2026-07-01 00:00:00,Wednesday,7,9,10,35,45,51,32
3186,2026-07-04 00:00:00,Saturday,15,21,36,42,49,51,23
3187,2026-07-08 00:00:00,Wednesday,2,13,29,47,52,58,45
3188,2026-07-11 00:00:00,Saturday,3,9,17,23,25,47,32
3189,2026-07-15 00:00:00,Wednesday,19,29,35,36,45,46,32
3190,2026-07-18 00:00:00,Saturday,12,13,21,23,35,37,47
3191,2026-07-22 00:00:00,Wednesday,18,30,36,39,54,56,11
3192,2026-07-25 00:00:00,Saturday,5,10,19,29,34,53,17
3193,2026-07-29 00:00:00,Wednesday,1,24,30,35,41,50,33
3194,2026-08-01 00:00:00,Saturday,2,12,24,25,40,47,50
3195,2026-08-05 00:00:00,Wednesday,5,16,21,40,43,47,35
3196,2026-08-08,Saturday,9,16,19,23,51,53,41
3197,2026-08-12,Wednesday,1,23,28,37,50,53,15
3198,2026-08-15,Saturday,3,14,23,24,33,45,18
3199,2026-08-19,Wednesday,2,12,28,31,35,51,29
